model,fpr,tpr,threshold,roc_auc
logistic_regression,0.032329495128432244,0.4286445012787724,0.8066572293919698,0.8258292765251825
logistic_regression,0.03277236492471213,0.4286445012787724,0.8060879023897021,0.8258292765251825
logistic_regression,0.03277236492471213,0.429156010230179,0.8059975585297812,0.8258292765251825
logistic_regression,0.033215234720992026,0.429156010230179,0.8051626504556856,0.8258292765251825
logistic_regression,0.033215234720992026,0.4301790281329923,0.8047496291321772,0.8258292765251825
logistic_regression,0.03343666961913198,0.4301790281329923,0.8043291174323397,0.8258292765251825
logistic_regression,0.03343666961913198,0.43120204603580564,0.8034986549855295,0.8258292765251825
logistic_regression,0.03365810451727192,0.43120204603580564,0.8030069816149453,0.8258292765251825
logistic_regression,0.03365810451727192,0.4322250639386189,0.8027387485597186,0.8258292765251825
logistic_regression,0.03387953941541187,0.4322250639386189,0.8026904615256745,0.8258292765251825
logistic_regression,0.03387953941541187,0.43529411764705883,0.8001534804840504,0.8258292765251825
logistic_regression,0.03432240921169176,0.43529411764705883,0.798847587625571,0.8258292765251825
logistic_regression,0.03432240921169176,0.4363171355498721,0.7975696080038461,0.8258292765251825
logistic_regression,0.034765279007971654,0.4363171355498721,0.7970816656566869,0.8258292765251825
logistic_regression,0.034765279007971654,0.4368286445012788,0.7969186454129714,0.8258292765251825
logistic_regression,0.034986713906111605,0.4368286445012788,0.796493096023168,0.8258292765251825
logistic_regression,0.034986713906111605,0.4373401534526854,0.7963102358850276,0.8258292765251825
logistic_regression,0.03520814880425155,0.4373401534526854,0.7958776854591609,0.8258292765251825
logistic_regression,0.03520814880425155,0.43836317135549874,0.7916592362028207,0.8258292765251825
logistic_regression,0.03587245349867139,0.43836317135549874,0.7909584637237096,0.8258292765251825
logistic_regression,0.03587245349867139,0.4398976982097187,0.7901858185690557,0.8258292765251825
logistic_regression,0.03675819309123118,0.4398976982097187,0.7882973028971993,0.8258292765251825
logistic_regression,0.03675819309123118,0.440920716112532,0.7876789292074913,0.8258292765251825
logistic_regression,0.03697962798937113,0.440920716112532,0.7875876039096804,0.8258292765251825
logistic_regression,0.03697962798937113,0.44194373401534526,0.7865373897451879,0.8258292765251825
logistic_regression,0.03720106288751107,0.44194373401534526,0.7862449078715755,0.8258292765251825
logistic_regression,0.03720106288751107,0.4434782608695652,0.7849174046027336,0.8258292765251825
logistic_regression,0.037422497785651015,0.4434782608695652,0.7848043808723694,0.8258292765251825
logistic_regression,0.037422497785651015,0.4439897698209719,0.783789922363004,0.8258292765251825
logistic_regression,0.037643932683790966,0.4439897698209719,0.7837837550770664,0.8258292765251825
logistic_regression,0.037643932683790966,0.4445012787723785,0.7835327233058548,0.8258292765251825
logistic_regression,0.03808680248007086,0.4445012787723785,0.7830466872748342,0.8258292765251825
logistic_regression,0.03808680248007086,0.44552429667519183,0.7818604917710791,0.8258292765251825
logistic_regression,0.038529672276350756,0.44552429667519183,0.7815481550646259,0.8258292765251825
logistic_regression,0.038529672276350756,0.44603580562659845,0.7814777760872983,0.8258292765251825
logistic_regression,0.0387511071744907,0.44603580562659845,0.7814306320736619,0.8258292765251825
logistic_regression,0.0387511071744907,0.44808184143222507,0.7803419762051298,0.8258292765251825
logistic_regression,0.039193976970770594,0.44808184143222507,0.7799186205151484,0.8258292765251825
logistic_regression,0.039193976970770594,0.449616368286445,0.7790308829551017,0.8258292765251825
logistic_regression,0.03963684676705049,0.449616368286445,0.7788339278336955,0.8258292765251825
logistic_regression,0.03963684676705049,0.45217391304347826,0.7770100808452638,0.8258292765251825
logistic_regression,0.04118689105403012,0.45217391304347826,0.7748933073824799,0.8258292765251825
logistic_regression,0.04118689105403012,0.45319693094629154,0.7732627088733028,0.8258292765251825
logistic_regression,0.04140832595217006,0.45319693094629154,0.7726950250842904,0.8258292765251825
logistic_regression,0.04140832595217006,0.4547314578005115,0.7720397817103002,0.8258292765251825
logistic_regression,0.04162976085031001,0.4547314578005115,0.7719998513585692,0.8258292765251825
logistic_regression,0.04162976085031001,0.45626598465473145,0.7708893214543,0.8258292765251825
logistic_regression,0.0420726306465899,0.45626598465473145,0.7698669984416227,0.8258292765251825
logistic_regression,0.0420726306465899,0.45728900255754473,0.7696574083071769,0.8258292765251825
